airline_sentiment,text,roberta_sentiment
positive,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,0.6492596864700317
negative,"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",-0.9315909147262573
neutral,@SouthwestAir Do you promise to not unfollow me? 😉,0.1653713881969452
neutral,@SouthwestAir Just DMed you my confirmation number.,0.13282234966754913
negative,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,-0.9421048760414124
positive,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,0.19057124853134155
negative,@SouthwestAir belt issues. Been a rough day for them. Worst part is traveling with 9 month old and having to wait outside in 85 degree,-0.8660287261009216
neutral,"@SouthwestAir oh, is it only in Atlanta?",-0.012402571737766266
negative,@SouthwestAir they were moved to the 210pm flight #4649. Main concern now is luggage arriving with them. They were told that SW was having,-0.24176812171936035
positive,@SouthwestAir  I USED to always fly Southwest.,0.08862899243831635
negative,@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.,-0.5802676677703857
negative,@SouthwestAir thx but I'll be expecting a credit for this leg.,0.34257206320762634
neutral,"@SouthwestAir sure, please follow me so I can do so?",0.2724553644657135
negative,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",0.01391497254371643
neutral,@SouthwestAir sent!,0.44912850856781006
negative,@SouthwestAir 20 minutes on hold waiting is ridiculous......,-0.9088360667228699
negative,@SouthwestAir have u seen any of the messages the past hour ?,-0.04399937763810158
neutral,@SouthwestAir I'm following now,0.30941399931907654
positive,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!",0.9461029767990112
positive,@SouthwestAir Thanks so much!,0.9688018560409546
positive,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef,0.9525141716003418
negative,@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?,-0.44855326414108276
negative,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!,-0.9390935897827148
positive,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever,0.9714393615722656
neutral,@SouthwestAir what is the status of the bag check area at FFL?,-0.010634027421474457
positive,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.,0.4642665684223175
positive,@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY,0.9124200940132141
negative,@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,-0.8482245802879333
negative,@SouthwestAir your phone service sucks,-0.9426730275154114
neutral,"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?",-0.7892141342163086
positive,"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",0.9237798452377319
negative,@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...,-0.4493679702281952
negative,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,-0.9139583110809326
negative,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,-0.9166135787963867
negative,"@SouthwestAir trying to change my reservation, been on hold for 45 minutes, and can't do it online-was directed to call. Help?",-0.7320511937141418
negative,@SouthwestAir My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?,-0.8798232674598694
negative,"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!",-0.7179845571517944
negative,@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir,-0.9295991659164429
neutral,@SouthwestAir Teyana Taylor Performing #MedusaFridays 2.27 Free Till11 http://t.co/qwFMoQ0dQl http://t.co/kbb0B5FxMK #TheMenOfBusiness,0.12111477553844452
negative,"@SouthwestAir had to let us off the plane bc the toilets done even work! There goes my family vacay to playa del Carmen, Mexico! #neveragain",-0.8845650553703308
negative,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.,-0.8997960090637207
negative,@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.,-0.5232191681861877
negative,@SouthwestAir @SMiles1307 over two hours now.  Ugh we should all get vouchers this is inexcusable ESP after a pre flight check that was ok.,-0.9089409708976746
neutral,@SouthwestAir I have a 5:30 flight out of Birmingham tomorrow night. Can I reschedule it for an earlier flight because of the expected snow?,-0.15572960674762726
neutral,You have to follow me back so that I can DM @SouthwestAir,0.09380004554986954
negative,"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ",-0.9055328965187073
neutral,@SouthwestAir 3rd time flying southwest in two years. Have another trip back to mx on October.,0.18767280876636505
negative,"@SouthwestAir yes, very much so! I was looking forward to using your airlines for future flights but never again.",-0.47919872403144836
negative,@SouthwestAir need to learn how to treat people with respect and just a little dignity. #FAIL,-0.8869154453277588
negative,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch",-0.3347108066082001
neutral,@SouthwestAir done,0.20966525375843048
negative,@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?,-0.17914317548274994
neutral,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.,-0.11212228238582611
negative,"@SouthwestAir then had to watch the staff check off each passenger on the list TWICE, because the first time they forgot look at IDs. Brutal",-0.8332534432411194
negative,"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",0.14944124221801758
positive,@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer,0.9762575626373291
negative,@SouthwestAir nothing you can do to help us restore some barely-expired #RapidRewards points?,-0.6986225247383118
negative,@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,-0.9192065596580505
negative,@SouthwestAir freezing in the plane,-0.41554689407348633
negative,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,-0.9478675127029419
negative,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,-0.3801998794078827
negative,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,-0.8435518741607666
negative,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first,0.20219334959983826
negative,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable,-0.9437101483345032
negative,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr,-0.8183003067970276
negative,"@SouthwestAir if you're going to charge for wifi, do us all a solid and make sure it doesn't take the length of the flight to open a page",-0.3329418897628784
negative,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",-0.3569950461387634
negative,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.,0.5638797879219055
negative,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,-0.9348711967468262
neutral,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,-0.06688834726810455
neutral,@SouthwestAir can you please make sense of the companion promo? How to we set it up?,-0.034244321286678314
neutral,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,-0.8508508205413818
neutral,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!,-0.7399028539657593
negative,@SouthwestAir frustrating indeed especially when no one knows what the issue is....,-0.8894142508506775
negative,@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,-0.09009458124637604
neutral,"@SouthwestAir That was Chantilly, Paris, France.",0.03728301450610161
negative,@SouthwestAir and thx for not responding,-0.7269103527069092
negative,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?,-0.4546303451061249
negative,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,-0.901216983795166
negative,@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?,-0.5555901527404785
neutral,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,0.046527523547410965
neutral,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.,0.032415084540843964
negative,@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook,-0.7081337571144104
negative,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30,-0.8472029566764832
negative,@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash,-0.8508242964744568
positive,@SouthwestAir Thanks! Sent a DM to you. Let me know if oyu need any additional information.,0.448163777589798
negative,"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?",-0.8613710403442383
positive,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers",0.7123773097991943
negative,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625",-0.865144670009613
negative,@SouthwestAir INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,-0.8850389122962952
neutral,@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,-0.8462062478065491
neutral,@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!,0.4172697365283966
negative,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",-0.7567591667175293
negative,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,-0.8554108738899231
negative,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,-0.9012687802314758
neutral,@SouthwestAir Thank you!,0.9275266528129578
neutral,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,0.11505549401044846
positive,@SouthwestAir Customer Centricity is knowing people #ANAMarketers,0.3218483626842499
negative,"@SouthwestAir I have used you guys for most my travels, but this last experience I will never use southwest again! #worstcustomerservice",-0.9217830896377563
neutral,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,0.21877041459083557
negative,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",-0.9049727916717529
positive,@SouthwestAir ok thank you  i hope  so too,0.9668302536010742
negative,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,-0.8209884762763977
positive,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines",0.16318397223949432
neutral,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,-0.7138437032699585
negative,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?",-0.5655013918876648
negative,"@SouthwestAir Why, when I booked via phone after calling the A List preferred #, didn't my KTA get added to the ticket??? Must I use web?",-0.5254422426223755
negative,"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone.",-0.7350013256072998
neutral,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC,0.8571645617485046
positive,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",0.981862485408783
positive,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,0.8494769930839539
neutral,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?,0.04857107996940613
positive,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,0.9692134261131287
positive,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,0.9585334062576294
negative,@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,-0.6077965497970581
neutral,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,0.014412447810173035
negative,"@SouthwestAir Thanks for the text, but not exactly timely 8). Data throughout issues today maybe? http://t.co/aaU9MKA6Zy",-0.4531925916671753
negative,@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!,-0.7966578006744385
negative,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees,-0.7268494367599487
neutral,"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",0.11051055788993835
neutral,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",-0.4591935873031616
negative,@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation,0.7549439668655396
negative,@SouthwestAir why is customer relations still not open....in Texas?!,-0.8487781882286072
positive,@SouthwestAir Thank you for the tip!,0.9485594034194946
negative,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,-0.8969487547874451
positive,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,0.7944509983062744
positive,"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!",0.44111132621765137
negative,"@SouthwestAir I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations.",-0.6161786913871765
neutral,@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?,-0.6566013693809509
neutral,@SouthwestAir sent,0.1345747411251068
negative,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,-0.47476738691329956
negative,@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,-0.6128547191619873
negative,@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!,0.40955668687820435
neutral,^CB how do you know? @SouthwestAir,-0.013913854956626892
negative,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.",-0.45204994082450867
negative,@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.,-0.6537700295448303
neutral,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,-0.6773528456687927
positive,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,-0.6874974966049194
negative,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,-0.5771884322166443
negative,@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.,-0.3235693871974945
neutral,@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,0.05579112842679024
positive,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,-0.28863704204559326
negative,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,-0.7965285778045654
negative,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,-0.7419317364692688
negative,@SouthwestAir it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong,-0.8759798407554626
negative,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,-0.9403477907180786
negative,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems,-0.8740275502204895
positive,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG",0.9722468256950378
negative,@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me,-0.016394594684243202
negative,"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear",-0.9108337759971619
negative,"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night.",0.41275036334991455
negative,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it.",-0.9054311513900757
neutral,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,0.9050734639167786
negative,@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?,-0.8622943162918091
neutral,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",0.08438815176486969
positive,@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,0.9498745203018188
neutral,"@SouthwestAir Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?",0.08853393793106079
negative,"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes",-0.5806370377540588
positive,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,0.9651062488555908
positive,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,0.9851986169815063
negative,@SouthwestAir you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment,-0.9448236227035522
negative,@SouthwestAir way to fuck up and lose @c_istudios bags. My husband has no warm clothes and no equipment. #youdidit #notcool,-0.9544156789779663
neutral,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",-0.690278947353363
negative,@SouthwestAir wifi stays connected about the lifetime of a higgs boson,0.11089012026786804
neutral,@SouthwestAir forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day,0.1608743667602539
negative,@SouthwestAir When will your phone agents be able to give the correct departure times for CUN? When can we checkin online for international?,-0.09846542030572891
negative,@SouthwestAir making me miss #TheBachelor right now #wah,-0.8224011063575745
neutral,@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,0.6867899894714355
positive,@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,0.9853213429450989
negative,@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,-0.7317932844161987
positive,@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,0.9863723516464233
positive,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,0.9329723715782166
neutral,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,0.038360193371772766
positive,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊,0.7983843684196472
negative,@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy,-0.8919357657432556
neutral,@SouthwestAir reference #: 261093929756,0.026487890630960464
negative,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,0.723065197467804
neutral,@SouthwestAir Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.,-0.3260091245174408
positive,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",0.9738404154777527
negative,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,-0.9293943047523499
negative,@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.,-0.8532001972198486
negative,@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,-0.7425127625465393
negative,"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT",-0.8734104037284851
positive,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz,0.9807903170585632
positive,@SouthwestAir thanks!,0.8865980505943298
positive,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1",0.9597770571708679
positive,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,0.9757320880889893
neutral,"See you in ATL! “@SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOd”",0.9798148274421692
neutral,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,0.02282147854566574
negative,"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",-0.9444448351860046
neutral,@SouthwestAir will do - if you follow back I can DM that info,0.5262094140052795
positive,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",0.9818300604820251
negative,@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ,0.8973510265350342
positive,@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,0.9649689197540283
positive,@SouthwestAir thankyou :))❤️,0.9556143283843994
neutral,@SouthwestAir how much is ur wifi fam,0.004739351570606232
neutral,@SouthwestAir @Imaginedragons I tried. 😔 It's okay,-0.21539105474948883
positive,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,0.975879430770874
positive,@SouthwestAir thanks for the great customer service today! 👍👌,0.9796651601791382
neutral,@SouthwestAir is the vinyl part of the prize too?,0.1364057958126068
positive,@SouthwestAir beyond ready,0.7420809268951416
negative,"@SouthwestAir when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",-0.5572047829627991
neutral,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68,-0.5611550807952881
neutral,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,0.9624573588371277
positive,@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,0.9687130451202393
negative,@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,-0.5890318751335144
positive,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂,0.9694899320602417
negative,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,-0.8732253313064575
positive,@SouthwestAir following. Thank you.,0.8095918893814087
negative,@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,-0.3922829329967499
negative,@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,-0.8503075242042542
negative,@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,-0.9073450565338135
negative,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,-0.9217574596405029
negative,@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?,0.6415793299674988
positive,@SouthwestAir It's all good. Thanks!,0.9143657684326172
positive,@SouthwestAir thank you :),0.9404812455177307
negative,@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,-0.8259879350662231
negative,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",0.9576392769813538
negative,@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,-0.9322664737701416
neutral,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,0.04719750955700874
neutral,@SouthwestAir any word when the customer relations department will open back up?,-0.07799576222896576
neutral,@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊,0.838739275932312
neutral,@SouthwestAir  Just left there  Friday!,0.1575484573841095
positive,@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀,0.968666672706604
positive,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),0.9896458387374878
positive,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,0.9776268005371094
positive,@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40,0.35888826847076416
neutral,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,0.9794813990592957
negative,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,-0.9148192405700684
negative,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",-0.8416323661804199
negative,@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,-0.8859047293663025
positive,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",0.9703961610794067
negative,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,-0.37204867601394653
neutral,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,0.866187572479248
positive,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,0.8938001394271851
negative,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,-0.7499150037765503
neutral,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,0.12332744151353836
neutral,@SouthwestAir honesty should always be the policy,0.1636407971382141
positive,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,0.4926582872867584
neutral,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,0.8681929111480713
neutral,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity",0.45223262906074524
neutral,@SouthwestAir any deals to orlando in April/may??,0.04058632254600525
neutral,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,0.9726672172546387
neutral,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,0.16829033195972443
negative,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",-0.5838325023651123
